,Human Universal Affordance,Funtional Name,Objects,Counts,Reference 1,Reference 2,Reference 3,Cultures (From References),Dollar Street topic,image id
351,Healing,providing medication,inhaler,3,"Sanders, M. (2007). Inhalation therapy: an historical review. Primary care respiratory journal, 16(2), 71-81.",,,Europe-UK,medication,assets/5ec4f888f0611d7ddd740f97/5ec4f888f0611d7ddd740f97.jpg
352,Healing,providing medication,box of medication,4,"Mencher, J. P. (1980). The lessons and non-lessons of Kerala: agricultural labourers and poverty. Economic and Political Weekly, Vol. 15(41, 42, 43), 1781–1783, 1785, 1789, 1793, 1795, 1797, 1799, 1801–1802. https://ehrafworldcultures.yale.edu/cultures/aw11/documents/023",,,Asia-India,medication,assets/5d4bee71cf0b3a0f3f351676/5d4bee71cf0b3a0f3f351676.jpg
353,Healing,providing medication,glasses,126,"Redfield, R. (1962). A village that chose progress: Chan Kom revisited. Phoenix Books, The University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=nv10-003",,,America-Mexico,glasses or lenses,assets/5d4be721cf0b3a0f3f344f00/5d4be721cf0b3a0f3f344f00.jpg
354,Healing,providing medication,condom,9,"Taylor, Christopher C. (Christopher Charles). 1992. “The Harp That Plays by Itself.” In Anthropological Approaches to the Study of Ethnomedicine, 127–47. Yverdon, Switzerland: Gordon and Breach Science Publishers. https://ehrafworldcultures.yale.edu/document?id=fo57-010.",,,Africa-Rwanda,contraceptives,assets/5d4be40bcf0b3a0f3f33f656/5d4be40bcf0b3a0f3f33f656.JPG
355,Healing,providing medication,contraceptive pill,8,"Roe, P. G. (1982). Myth, cosmos, and ceremony among the Shipibo. In The cosmic zygote : cosmology in the Amazon Basin (pp. 32–126, 313–331, 343–365). Rutgers University Press. https://ehrafworldcultures.yale.edu/document?id=se26-019",,,America-Peru,contraceptives,assets/5d4be10ccf0b3a0f3f33a5c3/5d4be10ccf0b3a0f3f33a5c3.jpg
356,Healing,providing rehabilitation support,cane,3,"Howell, S. (1984). Society and cosmos: Chewong of peninsular Malaysia. Oxford University Press. https://ehrafworldcultures.yale.edu/document?id=an06-002",,,Asia-Malaysia,rehabilitation technology,assets/5ec4fa45f0611d7ddd741e6c/5ec4fa45f0611d7ddd741e6c.JPG
357,Traveling,transporting,boat,6,"Pearson, L. E. (1957). Elizabethans at home. Stanford University Press. https://ehrafworldcultures.yale.edu/document?id=es14-010",,,Europe-UK,boat,assets/5d4bde5bcf0b3a0f3f335f71/5d4bde5bcf0b3a0f3f335f71.jpg
358,Traveling,transporting,motorcycle,48,"Gladney, D. C. (1990). The ethnogenesis of the Uighur. Central Asian Survey, Vol. 9(1), 1–28. https://ehrafworldcultures.yale.edu/cultures/ai04/documents/007",,,Asia-China,moped/motorcycle,assets/5d4be6fccf0b3a0f3f344aec/5d4be6fccf0b3a0f3f344aec.jpg
359,Traveling,transporting,moped,6,"Bunnag, J. (1973). Buddhist monk, Buddhist layman: a study of urban monastic organization in central Tahiland. At the University Press. https://ehrafworldcultures.yale.edu/document?id=ao07-039",,,Asia-Tailand,moped/motorcycle,assets/5d4becf0cf0b3a0f3f34eba6/5d4becf0cf0b3a0f3f34eba6.jpg
360,Traveling,transporting,car,62,"Hoben, Allan. (1973). Land tenure among the Amhara of Ethiopia: the dynamics of cognatic descent. In Monographs in Ethiopian land tenure (Issue 4, pp. xiv, 273). University of Chicago Press. https://ehrafworldcultures.yale.edu/document?id=mp05-013",,,Africa-Ethiopia,car,assets/5d4bf070cf0b3a0f3f354e72/5d4bf070cf0b3a0f3f354e72.jpg
361,Traveling,transporting,suv,13,"Olsen Jr, R. K. (2002). EVERYWHERE YOU WANT TO BE: THE RISING POPULARITY OF SUVs. Enviropop: Studies in Environmental Rhetoric and Popular Culture, 175.",,,America-US,car,assets/5d4bedcccf0b3a0f3f350488/5d4bedcccf0b3a0f3f350488.jpg
362,Traveling,transporting,truck,4,"Norbeck, E. (1954). Takashima: a Japanese fishing community. University of Utah Press. https://ehrafworldcultures.yale.edu/document?id=ab43-024",,,Asia-Japan,car,assets/5d4bf40dcf0b3a0f3f35afc0/5d4bf40dcf0b3a0f3f35afc0.jpg
363,Traveling,transporting,van,3,"Schaefer, S. B. (1996). The crossing of the souls: peyote, perception, and meaning among the Huichol Indians. In people of the peyote: huichol indian history, religion, & survival (pp. 138–168). University of New Mexico Press. https://ehrafworldcultures.yale.edu/cultures/nu19/documents/015",,,America-Mexico,car,assets/5d4bf136cf0b3a0f3f356288/5d4bf136cf0b3a0f3f356288.jpg
364,Traveling,transporting,bicycle,131,"Meyers, T. J. (1994). Lunch pails and factories. In The amish struggle with modernity (pp. 164–181, 273,). University Press of New England. https://ehrafworldcultures.yale.edu/document?id=nm06-030",,,"America-US, Asia-Japan",bike,assets/5d4bf412cf0b3a0f3f35b040/5d4bf412cf0b3a0f3f35b040.jpg
365,Traveling,transporting,cart,1,"Halpern, J. M., & Halpern, B. (1986). 1986 Perspectives on long-term research. In A Serbian village in historical perspective (pp. 147–169). Waveland Press, Inc. https://ehrafworldcultures.yale.edu/document?id=ef06-044",,,Europe-Serbs,bike,assets/5d4bf2c3cf0b3a0f3f358db8/5d4bf2c3cf0b3a0f3f358db8.jpg
366,Traveling,transporting,scooter,1,"Guo, Y., & Zhang, Y. (2021). Understanding factors influencing shared e-scooter usage and its impact on auto mode substitution. Transportation research part D: transport and environment, 99, 102991.","Sakayanagi, Y., Togawa, S., Konagaya, K., & Kuwahara, Y. (2016, May). Wireless power transmission for a traveling mobility scooter. In 2016 IEEE Wireless Power Transfer Conference (WPTC) (pp. 1-3). IEEE.",,"America-US, Asia-Japan",bike,assets/5d4be418cf0b3a0f3f33f7ea/5d4be418cf0b3a0f3f33f7ea.JPG
